# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra_str:         RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec_str:        Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optmag:      Optical Magnitude [mag],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optband:     Optical Magnitude Band,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_rade,pl_mnum
123,GJ 3323,c,2,40.54,0.1264,0.17,,0.00727,Msini,,,05h01m57.43s,75.48928,-06d56m46.5s,-6.946263,5.32,12.22,V (Johnson),3159,0.16,0.12,,0
124,GJ 3341,b,1,14.207,0.089,0.31,,0.0208,Msini,,,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,,12.08,V (Johnson),3526,0.47,0.44,,0
125,GJ 3470,b,1,3.3366487,0.031,0.017,88.88,0.043,Mass,0.346,1.18,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,25.2,12.33,V (Johnson),3652,0.51,0.48,3.88,0
126,GJ 3634,b,1,2.64561,0.0287,0.08,59,0.026,Mass,,,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,11.93,V (Johnson),,0.45,0.43,,0
127,GJ 3998,b,2,2.64977,0.029,0,,0.00777,Msini,,,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.83,V (Johnson),3722,0.5,0.49,,0
128,GJ 3998,c,2,13.74,0.089,0.049,,0.0197,Msini,,,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,17.79,10.83,V (Johnson),3722,0.5,0.49,,0
129,GJ 433,b,1,7.3709,0.058,0.08,,0.018,Msini,,,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,9.04,9.806,V (Johnson),3600,0.48,,,0
130,GJ 436,b,1,2.64388312,0.0291,0.13827,86.44,0.07,Mass,0.372,1.8,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,10.23,10.67,V (Johnson),,0.47,0.46,4.17,0
131,GJ 504,b,1,,43.5,,,4,Mass,,,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.95,5.22,V (Johnson),6234,1.22,,,0
132,GJ 536,b,1,8.7076,0.06661,0.08,,0.01686,Msini,,,14h01m03.19s,210.26329,-02d39m17.5s,-2.654864,10.03,9.72,V (Johnson),3685,0.52,0.5,,0
133,GJ 581,b,3,5.3686,0.04061,0,,0.0497,Msini,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,10.56,V (Johnson),,0.31,0.29,,0
134,GJ 581,c,3,12.914,0.0721,0,,0.0173,Msini,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,10.56,V (Johnson),,0.31,0.29,,0
135,GJ 581,e,3,3.149,0.02815,0,,0.0053,Msini,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,10.56,V (Johnson),,0.31,0.29,,0
136,GJ 625,b,1,14.628,0.078361,0.13,,0.00887,Msini,,,16h25m24.62s,246.3526,+54d18m14.8s,54.304104,6.49,10.1,V (Johnson),3499,0.3,0.31,,0
137,GJ 649,b,1,598.3,1.135,0.3,,0.328,Msini,,,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,10.32,9.69,V (Johnson),3700,0.54,,,0
138,GJ 667 C,b,5,7.2004,0.0505,0.13,,0.018,Msini,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),3350,0.33,,,0
139,GJ 667 C,c,5,28.14,0.125,0.02,,0.012,Msini,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),3350,0.33,,,0
140,GJ 667 C,e,5,62.24,0.213,0.02,,0.008,Msini,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),3350,0.33,,,0
141,GJ 667 C,f,5,39.026,0.156,0.03,,0.008,Msini,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),3350,0.33,,,0
142,GJ 667 C,g,5,256.2,0.549,0.08,,0.014,Msini,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,V (Johnson),3350,0.33,,,0
143,GJ 674,b,1,4.6938,0.039,0.2,,0.035,Msini,,,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,9.37,V (Johnson),3600,0.35,,,0
144,GJ 676 A,b,4,1051.1,1.812,0.323,45,6.7,Mass,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),,0.71,,,0
145,GJ 676 A,c,4,7337,6.6,,,6.8,Msini,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),,0.71,,,0
146,GJ 676 A,d,4,3.6005,,0.262,,0.014,Msini,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),,0.71,,,0
147,GJ 676 A,e,4,35.39,,0.125,,0.025,Msini,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.9,9.58,V (Johnson),,0.71,,,0
148,GJ 687,b,1,38.14,0.16353,0.04,,0.058,Msini,,,17h36m25.90s,264.10791,+68d20m20.9s,68.339142,4.53,9.15,V (Johnson),3413,0.41,0.42,,0
149,GJ 832,b,2,3657,3.56,0.08,,0.68,Msini,,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,8.66,V (Johnson),3472,0.45,,,0
150,GJ 832,c,2,35.68,0.163,0.18,,0.017,Msini,,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,8.66,V (Johnson),3472,0.45,,,0
151,GJ 849,b,1,1845,2.32,0.05,,0.91,Msini,,,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.77,10.37,V (Johnson),,0.49,,,0
152,GJ 86,b,1,15.76491,0.113,0.0416,,3.91,Msini,,,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.91,6.12,V (Johnson),5151,0.77,,,0
153,GJ 876,b,4,61.1166,0.208317,0.0324,59,2.2756,Mass,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,,0
154,GJ 876,c,4,30.0881,0.12959,0.25591,59,0.7142,Mass,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,,0
155,GJ 876,d,4,1.93778,0.020807,0.207,59,0.021,Mass,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,,0
156,GJ 876,e,4,124.26,0.3343,0.055,59,0.046,Mass,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,10.191,V (Johnson),,0.33,,,0
157,GQ Lup,b,1,,100,,,20,Mass,3,,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139,12.43,V (Johnson),,0.7,,33.6,0
158,GSC 06214-00210,b,1,,320,,,16,Mass,,,16h21m54.67s,245.47778,-20d43m09.1s,-20.719202,145,12.375,V (Johnson),4200,0.9,,,0
159,GU Psc,b,1,,2000,,,11.3,Mass,1.265,,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48,13.55,V (Johnson),,0.33,,14.179,0
160,HAT-P-1,b,1,4.46529976,0.05561,,85.634,0.525,Mass,1.319,0.282,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139,10.34,V (Johnson),5980,1.15,1.17,14.785,0
161,HAT-P-11,b,1,4.8878162,0.053,0.198,88.5,0.081,Mass,0.422,1.33,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38,9.472,V (Johnson),4780,0.81,0.75,4.73,0
162,HAT-P-12,b,1,3.2130598,0.0384,0,89,0.211,Mass,0.959,0.3192,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.5,12.84,V (Johnson),4650,0.73,0.7,10.749,0
163,HAT-P-13,b,2,2.91625,,0.0133,83.4,0.851,Mass,1.272,,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,10.622,V (Johnson),5653,1.22,1.56,14.258,0
164,HAT-P-13,c,2,446.27,,0.6616,,14.28,Msini,,,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,10.622,V (Johnson),5653,1.22,1.56,,0
165,HAT-P-14,b,1,4.627669,0.0606,0.107,83.5,2.232,Mass,1.15,1.82,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205,9.98,V (Johnson),6600,1.39,1.47,12.89,0
166,HAT-P-15,b,1,10.863502,0.0964,0.19,89.1,1.946,Mass,1.072,1.96,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190,12.16,V (Johnson),5568,1.01,1.08,12.016,0
167,HAT-P-16,b,1,2.77596,0.0413,0.036,86.6,4.193,Mass,1.289,2.42,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235,10.812,V (Johnson),6158,1.22,1.24,14.448,0
168,HAT-P-17,b,2,10.338523,0.0882,0.342,89.2,0.534,Mass,1.01,0.64,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,10.54,V (Johnson),5246,0.86,0.84,11.321,0
169,HAT-P-17,c,2,5584,5.6,0.39,,3.4,Msini,,,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,10.54,V (Johnson),5246,0.86,0.84,,0
170,HAT-P-18,b,1,5.508023,0.0559,0.084,88.8,0.197,Mass,0.995,0.25,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166,12.759,V (Johnson),4803,0.77,0.75,11.153,0
171,HAT-P-19,b,1,4.008778,0.0466,0.067,88.2,0.292,Mass,1.132,0.25,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215,12.901,V (Johnson),4990,0.84,0.82,12.689,0
172,HAT-P-2,b,1,5.6334729,0.06878,0.5171,86.72,9.09,Mass,1.157,7.29,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,135.32,,,6290,1.36,1.64,12.969,0
173,HAT-P-20,b,1,2.875317,0.0361,0.015,86.8,7.246,Mass,0.867,13.78,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,11.339,V (Johnson),4595,0.76,0.69,9.718,0
174,HAT-P-21,b,1,4.124481,0.0494,0.228,87.2,4.063,Mass,1.024,4.68,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254,11.685,V (Johnson),5588,0.95,1.1,11.478,0
175,HAT-P-22,b,1,3.21222,0.0414,0.016,86.9,2.147,Mass,1.08,2.11,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82,9.732,V (Johnson),5302,0.92,1.04,12.106,0
176,HAT-P-23,b,1,1.21288287,0.02302,0,85.74,2.07,Mass,1.224,1.406,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393,,,5885,1.1,1.09,13.72,0
177,HAT-P-24,b,1,3.35524,0.0465,0.067,88.6,0.685,Mass,1.242,0.44,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396,11.818,V (Johnson),6373,1.19,1.32,13.922,0
178,HAT-P-25,b,1,3.652836,0.0466,0.032,87.6,0.567,Mass,1.19,0.42,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297,13.19,V (Johnson),5500,1.01,0.96,13.339,0
179,HAT-P-26,b,1,4.234516,0.0479,0.124,88.6,0.059,Mass,0.565,0.4,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134,11.744,V (Johnson),5079,0.82,0.79,6.333,0
180,HAT-P-27,b,1,3.039577,0.04,0,85,0.62,Mass,1.02,,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204,,,5300,0.94,0.9,11.43,0
181,HAT-P-28,b,1,3.257215,0.0434,0.051,88,0.626,Mass,1.212,0.44,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395,13.03,V (Johnson),5680,1.02,1.1,13.585,0
182,HAT-P-29,b,1,5.723186,0.0667,0.095,87.1,0.778,Mass,1.107,0.71,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322,11.9,V (Johnson),6087,1.21,1.22,12.408,0
183,HAT-P-3,b,1,2.899736,0.03866,0,87.07,0.591,Mass,0.827,1.29,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138,11.577,V (Johnson),5185,0.92,0.8,9.27,0
184,HAT-P-30,b,1,2.810595,0.0419,0.035,83.6,0.711,Mass,1.34,0.37,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193,10.419,V (Johnson),6304,1.24,1.22,15.02,0
185,HAT-P-31,b,1,5.005425,0.055,0.245,87.1,2.171,Mass,1.07,2.18,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354,11.66,V (Johnson),6065,1.22,1.36,11.99,0
186,HAT-P-32,b,1,2.15000805,0.0343,0.0072,88.9,,,1.789,,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283,11.289,V (Johnson),6269,,1.22,20.053,0
187,HAT-P-33,b,1,3.474474,0.0499,0,87.2,0.762,Mass,1.686,0.2,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387,11.188,V (Johnson),6446,1.38,1.64,18.898,0
188,HAT-P-34,b,1,5.452654,0.0677,0.441,87.1,3.328,Mass,1.197,2.4,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257,,,6442,1.39,1.53,13.417,0
189,HAT-P-35,b,1,3.646706,0.0498,0.025,87.3,1.054,Mass,1.332,0.55,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,535,12.46,V (Johnson),6096,1.24,1.44,14.93,0
190,HAT-P-36,b,1,1.327347,0.0238,0.063,86,1.832,Mass,1.264,1.12,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,317,12.262,V (Johnson),5560,1.02,1.1,14.168,0
191,HAT-P-37,b,1,2.797436,0.0379,0.058,86.9,1.169,Mass,1.178,0.89,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411,13.23,V (Johnson),5500,0.93,0.88,13.204,0
192,HAT-P-38,b,1,4.640382,0.0523,0.067,88.3,0.267,Mass,0.825,0.59,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249,12.557,V (Johnson),5330,0.89,0.92,9.247,0
193,HAT-P-39,b,1,3.54387,0.0509,0,87,0.599,Mass,1.571,0.19,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642,12.422,V (Johnson),6430,1.4,1.62,17.609,0
194,HAT-P-4,b,1,3.056536,0.04438,0,89.91,0.671,Mass,1.274,0.403,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314,11.118,V (Johnson),5860,1.26,1.6,14.28,0
195,HAT-P-40,b,1,4.457243,0.0608,0,88.3,0.615,Mass,1.73,0.15,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,501,11.699,V (Johnson),6080,1.51,2.21,19.392,0
196,HAT-P-41,b,1,2.694047,0.0426,0,87.7,0.8,Mass,1.685,0.2,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,344,,,6390,1.42,1.68,18.887,0
197,HAT-P-42,b,1,4.641878,0.0575,0,85.9,1.044,Mass,1.28,0.61,09h01m22.65s,135.344391,+06d05m50.0s,6.09723,447,12.168,V (Johnson),5743,1.18,1.53,14.348,0
198,HAT-P-43,b,1,3.332687,0.0443,0,88.7,0.662,Mass,1.281,0.39,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542,13.356,V (Johnson),5645,1.05,1.1,14.359,0
199,HAT-P-44,b,2,4.301219,0.0507,0.044,89.1,0.352,Mass,1.242,0.23,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,,,5295,0.94,0.95,13.922,0
200,HAT-P-44,c,2,872.2,1.752,0.494,,4,Msini,,,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,,,5295,0.94,0.95,,0
201,HAT-P-45,b,1,3.128992,0.0452,0.049,87.8,0.892,Mass,1.426,0.38,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305,,,6330,1.26,1.32,15.984,0
202,HAT-P-46,b,1,4.463129,0.0577,0.123,85.5,0.493,Mass,1.284,0.28,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296,,,6120,1.28,1.4,14.392,0
203,HAT-P-49,b,1,2.691548,0.0438,0,86.2,1.73,Mass,1.413,0.75,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,322,10.326,V (Johnson),6820,1.54,1.83,15.838,0
204,HAT-P-5,b,1,2.788491,0.04075,0,86.75,1.06,Mass,1.26,0.66,18h17m37.31s,274.405476,+36d37m17.1s,36.62141,340,12,V (Johnson),5960,1.16,1.17,14.12,0
205,HAT-P-50,b,1,3.1220109,0.0453,0.115,83.65,1.35,Mass,1.288,0.78,07h52m15.22s,118.063411,+12d08m21.9s,12.13941,497,11.762,V (Johnson),6280,1.27,1.7,14.437,0
206,HAT-P-51,b,1,4.2180278,0.05069,0.123,88.48,0.309,Mass,1.293,0.178,01h24m15.65s,21.06519,+32d48m38.8s,32.810764,470,13.44,V (Johnson),5449,0.98,1.04,14.493,0
207,HAT-P-52,b,1,2.7535953,0.03694,0.047,87.02,0.818,Mass,1.009,0.98,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385,14.068,V (Johnson),5131,0.89,0.89,11.31,0
208,HAT-P-53,b,1,1.9616241,0.03159,0.134,86.2,1.484,Mass,1.318,0.8,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719,13.73,V (Johnson),5956,1.09,1.21,14.773,0
209,HAT-P-54,b,1,3.799847,0.04117,0.074,87.04,0.76,Mass,0.944,1.118,06h39m35.52s,99.898,+25d28m57.1s,25.48254,135.8,13.6,Kepler-band,4390,0.65,0.62,10.581,0
210,HAT-P-55,b,1,3.5852467,0.04604,0.139,87.7,0.582,Mass,1.182,0.435,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480,13.207,V (Johnson),5808,1.01,1.01,13.249,0
211,HAT-P-56,b,1,2.7908327,0.0423,0.246,82.13,2.18,Mass,1.466,0.86,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,310.5,10.908,V (Johnson),6566,1.3,1.43,16.432,0
212,HAT-P-57,b,1,2.465295,0.0406,0,88.26,1.85,Mass,1.413,,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,303,10.465,V (Johnson),7500,1.47,1.5,15.838,0
213,HAT-P-6,b,1,3.852985,0.05235,0,85.51,1.057,Mass,1.33,0.558,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261,10.44,V (Johnson),6570,1.29,1.46,14.908,0
214,HAT-P-65,b,1,2.6054552,0.03951,0.304,84.2,0.527,Mass,1.89,0.096,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,841,13.145,V (Johnson),5835,1.21,1.86,21.185,0
215,HAT-P-66,b,1,2.972086,0.04363,0.09,86.2,0.783,Mass,1.59,0.242,10h02m17.43s,150.572632,+53d57m03.1s,53.950863,927,12.993,V (Johnson),6002,1.25,1.88,17.822,0
216,HAT-P-67,b,1,4.8101025,0.06505,0,88.8,0.34,Mass,2.085,0.052,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,320,10.069,V (Johnson),6406,1.64,2.55,23.371,0
217,HAT-P-7,b,1,2.2047372,0.03676,0.0016,82.2,1.682,Mass,1.491,0.629,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,320,10.463,Kepler-band,6441,1.47,1.84,16.713,0
218,HAT-P-8,b,1,3.0763776,0.0487,0,87.5,1.52,Mass,1.5,0.568,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,230,10.3,V (Johnson),6200,1.28,1.58,16.81,0
219,HAT-P-9,b,1,3.92289,0.053,0,86.5,0.78,Mass,1.4,0.35,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480,12.297,V (Johnson),6350,1.28,1.32,15.69,0
220,HATS-1,b,1,3.446459,0.0444,0.12,85.6,1.855,Mass,1.302,1.03,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303,12.053,V (Johnson),5870,0.99,1.04,14.594,0
221,HATS-10,b,1,3.312846,0.04491,0.501,87.79,0.526,Mass,0.969,0.7,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496,13.113,V (Johnson),5880,1.1,1.1,10.862,0
222,HATS-11,b,1,3.6191613,0.04614,0.34,88.31,0.85,Mass,1.51,0.299,19h17m36.18s,289.400759,-22d23m23.7s,-22.389926,906,14.018,V (Johnson),6060,1,1.44,16.926,0
223,HATS-12,b,1,3.142833,0.04795,0.085,82.7,2.38,Mass,1.35,1.19,19h16m48.58s,289.202397,-19d21m21.3s,-19.355908,981,12.756,V (Johnson),6408,1.49,2.21,15.132,0
224,HATS-13,b,1,3.0440499,0.04057,0.181,88.55,0.543,Mass,1.212,0.377,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476,13.887,V (Johnson),5523,0.96,0.89,13.585,0
225,HATS-14,b,1,2.7667641,0.03815,0.142,88.83,1.071,Mass,1.039,1.191,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513,13.79,V (Johnson),5346,0.97,0.93,11.646,0
226,HATS-15,b,1,1.74748753,0.02712,0.126,87.13,2.17,Mass,1.105,1.97,20h44m22.07s,311.091961,-19d26m15.0s,-19.43751,689,14.774,V (Johnson),5311,0.87,0.92,12.386,0
227,HATS-16,b,1,2.686502,0.03744,0,83.53,3.27,Mass,1.3,1.86,23h54m14.09s,358.55871,-30d00m46.8s,-30.012999,774,13.834,V (Johnson),5738,0.97,1.24,14.572,0
228,HATS-17,b,1,16.254611,0.1308,0.029,89.08,1.338,Mass,0.777,3.5,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339,12.39,V (Johnson),5846,1.13,1.09,8.709,0
229,HATS-18,b,1,0.8378434,0.01761,0.166,85.5,1.98,Mass,1.337,1.02,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,645,14.067,V (Johnson),5600,1.04,1.02,14.986,0
230,HATS-2,b,1,1.354133,0.023,0,87.2,1.345,Mass,1.168,1.05,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360,13.562,V (Johnson),5227,0.88,0.9,13.092,0
231,HATS-22,b,1,4.7228124,0.05025,0.079,87.96,2.74,Mass,0.953,3.89,11h36m02.33s,174.00972,-29d32m35.9s,-29.543312,207.9,13.455,V (Johnson),4803,0.76,0.69,10.682,0
232,HATS-23,b,1,2.1605156,0.03397,0.114,81.02,1.47,Mass,1.86,0.29,19h05m28.01s,286.366699,-50d04m02.5s,-50.067352,747,13.901,V (Johnson),5780,1.12,1.2,20.849,0
233,HATS-24,b,1,1.3484954,0.02547,0.242,86.6,2.44,Mass,1.487,0.92,17h55m33.76s,268.890686,-61d44m50.3s,-61.747311,510,12.83,V (Johnson),6346,1.21,1.17,16.668,0
234,HATS-25,b,1,4.2986432,0.05163,0.176,86.93,0.613,Mass,1.26,0.38,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,466,13.097,V (Johnson),5715,0.99,1.11,14.123,0
235,HATS-26,b,1,3.3023881,0.04735,0.245,86.2,0.65,Mass,1.75,0.153,09h39m42.45s,144.926863,-28d35m08.1s,-28.58559,907,12.955,V (Johnson),6071,1.3,2.04,19.616,0
236,HATS-27,b,1,4.637038,0.0611,0.581,87.3,0.53,Mass,1.5,0.18,12h54m12.61s,193.55256,-46d35m15.8s,-46.587715,840,12.766,V (Johnson),6438,1.42,1.74,16.814,0
237,HATS-28,b,1,3.1810781,0.04131,0.202,86.17,0.672,Mass,1.194,0.48,18h57m35.92s,284.399685,-49d08m18.5s,-49.13847,521,13.934,V (Johnson),5498,0.93,0.92,13.384,0
238,HATS-29,b,1,4.6058749,0.05475,0.158,87.37,0.653,Mass,1.251,0.411,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,351,12.612,V (Johnson),5670,1.03,1.07,14.022,0
239,HATS-3,b,1,3.547851,0.0485,0,86.2,1.071,Mass,1.381,0.51,20h49m49.79s,312.45744,-24d25m43.7s,-24.428793,453,12.44,V (Johnson),6351,1.21,1.4,15.48,0
240,HATS-30,b,1,3.1743516,0.04354,0.096,86.84,0.706,Mass,1.175,0.543,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,339,12.192,V (Johnson),5943,1.09,1.06,13.171,0
241,HATS-31,b,1,3.37796,0.0478,0.233,85,0.88,Mass,1.64,0.243,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,872,13.105,V (Johnson),6050,1.27,1.87,18.383,0
242,HATS-32,b,1,2.8126548,0.04024,0.471,87.1,0.92,Mass,1.249,0.58,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,839,14.384,V (Johnson),5700,1.1,1.1,14,0
243,HATS-33,b,1,2.5495551,0.03727,0.08,87.62,1.192,Mass,1.23,0.79,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,255,11.911,V (Johnson),5659,1.06,1.02,13.787,0
244,HATS-34,b,1,2.1061607,0.03166,0.108,82.28,0.941,Mass,1.43,0.4,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532,13.849,V (Johnson),5380,0.95,0.98,16.029,0
245,HATS-35,b,1,1.8209993,0.03199,0.306,86.9,1.222,Mass,1.464,0.484,19h46m45.18s,296.688263,-63d33m56.2s,-63.565609,557,12.56,V (Johnson),6300,1.32,1.43,16.41,0
246,HATS-4,b,1,2.516729,0.0362,0.013,88.5,1.323,Mass,1.02,1.55,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420,13.459,V (Johnson),5403,1,0.93,11.433,0
247,HATS-5,b,1,4.763387,0.0542,0.019,89.3,0.237,Mass,0.912,0.39,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257,12.63,V (Johnson),5304,0.94,0.87,10.223,0
